Date,Close,High,Low,Open,Volume
1999-01-22,0.0376117005944252,0.04477530714919751,0.0355814614532041,0.0401187785903406,2714688000
1999-01-25,0.04155205562710762,0.04202889452409068,0.037611703930043774,0.0405965399745699,510480000
1999-01-26,0.03832788020372391,0.04286519762474585,0.037730910960754434,0.0420288934263442,343200000
1999-01-27,0.03820867836475372,0.039402613734271244,0.036297650046026496,0.03844709786686024,244368000
1999-01-28,0.03808854520320892,0.0384470916195532,0.03785012573984342,0.0382086721561877,227520000
1999-01-29,0.036297645419836044,0.03820867349499982,0.036297645419836044,0.03808854653781186,244032000
1999-02-01,0.03701472654938698,0.037253145945562435,0.03629763391878552,0.03629763391878552,154704000
1999-02-02,0.03414911404252052,0.037253162191918716,0.033074390140914886,0.036297649748436356,264096000
1999-02-03,0.034865278750658035,0.03534303650612015,0.033432008900365205,0.03367134724267107,75120000
1999-02-04,0.036775413900613785,0.037730926505768585,0.034865297371658624,0.03534305538228369,181920000
1999-02-05,0.03785012662410736,0.03820867304882809,0.03641777195176506,0.03737236875687172,136848000
1999-02-08,0.03653697669506073,0.03820866961548884,0.03653697669506073,0.038088542670497945,154080000
1999-02-09,0.03510371968150139,0.037491590760992566,0.034625961679678456,0.03725316780879758,86976000
1999-02-10,0.03474609553813934,0.03605923939747803,0.03414912594220607,0.03510372662103541,148224000
1999-02-11,0.037730906158685684,0.03916326048849713,0.03486527856991794,0.03486527856991794,132240000
1999-02-12,0.03988036885857582,0.04011878834388671,0.038208675673116414,0.038208675673116414,109728000
1999-02-16,0.04011879116296768,0.04226824239951497,0.036059227121429636,0.04059654909658844,211008000
1999-02-17,0.037969332188367844,0.03964102515060763,0.03725315489863794,0.03916326731435269,67728000
1999-02-18,0.03856631740927696,0.039641041544950885,0.03749159327360304,0.039163283511109585,70704000
1999-02-19,0.03988036885857582,0.040596546243936216,0.03773091777306691,0.038208675673116414,75360000
1999-02-22,0.04011879116296768,0.04107430703020921,0.037969339926420397,0.04059654909658844,205248000
1999-02-23,0.04202891141176224,0.04286521596804342,0.03868644314341189,0.04107431430494287,138096000
1999-02-24,0.04537229239940643,0.05014894958222009,0.04429756844593769,0.04823792118693986,612768000
1999-02-25,0.04393993318080902,0.048715674383961,0.04322283685678458,0.04728331617869666,149136000
1999-02-26,0.04190969467163086,0.045850047136250016,0.04155206372118236,0.044417692307715737,172608000
1999-03-01,0.04214902222156525,0.04393992661310804,0.04011878286406909,0.042984410943522754,92160000
1999-03-02,0.04179048538208008,0.042268243326174876,0.041074307930694096,0.04202890488937126,55248000
1999-03-03,0.038924843072891235,0.042028890232774625,0.03868642364874328,0.042028890232774625,61392000
1999-03-04,0.03808854520320892,0.0410743003632894,0.03773091430011356,0.040834961970580765,57360000
1999-03-05,0.04023798927664757,0.040357197280095576,0.03844708510861585,0.03844708510861585,78768000
1999-03-08,0.04083496332168579,0.04202889853670326,0.038447092891650846,0.03916327023478662,75888000
1999-03-09,0.04214902222156525,0.042745991490777534,0.04071575213328137,0.04071575213328137,143184000
1999-03-10,0.041431933641433716,0.04274599584525373,0.04083496431140898,0.04274599584525373,235344000
1999-03-11,0.03964102640748024,0.0414319308612876,0.03964102640748024,0.04071575354885032,54288000
1999-03-12,0.038924843072891235,0.03988035862786704,0.038208665871255376,0.03988035862786704,90768000
1999-03-15,0.04059654846787453,0.04107430639409631,0.03964103261543096,0.039880371043280884,108816000
1999-03-16,0.03928340598940849,0.041312730445710884,0.03892485948090314,0.04083497246683347,79152000
1999-03-17,0.03952181711792946,0.040357202426054145,0.03856630144575776,0.03964102513657772,51360000
1999-03-18,0.0399995781481266,0.0405965440505306,0.038686431482962476,0.039641028302057506,46320000
1999-03-19,0.04011879116296768,0.04131272653227344,0.03988037166090345,0.03988037166090345,105312000
1999-03-22,0.038924843072891235,0.0410742936069908,0.038924843072891235,0.040954166673771664,36672000
1999-03-23,0.03653697669506073,0.039163266334817745,0.03582079942324355,0.039163266334817745,163968000
1999-03-24,0.036297645419836044,0.03653698040483664,0.03486528731467346,0.036297645419836044,60864000
1999-03-25,0.036775413900613785,0.03820868451639365,0.036059232933401075,0.0361784444116949,40320000
1999-03-26,0.0399995781481266,0.04011878617629405,0.037253157860252836,0.037253157860252836,88272000
